Koordinatensystem : Lambert konform konisch
Rechtswert        : 4179500 Meter
Hochwert          : 2403500 Meter
Hoehenlage        : 404 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4179500 2403500  1  8  3   0.2  971 100  2.2 6  3.9  99    0    0 274 -335  2
4179500 2403500  1  8  4   0.0  971 100  2.6 5  3.9  99    0    0 263 -334  2
4179500 2403500  1  8  5  -0.5  970 100  2.5 8  3.8  99    0    0 275 -333  2
4179500 2403500  1  8  6  -1.0  970 110  1.9 8  3.7  99    0    0 292 -330  2
4179500 2403500  1  8  7  -0.9  970 110  1.4 8  3.7  99    0    0 292 -328  2
4179500 2403500  1  8  8  -0.7  970 110  2.2 8  3.7  99    0    0 293 -327  2
4179500 2403500  1  8  9  -1.3  970 100  2.7 8  3.7 100    4   22 293 -326  2
4179500 2403500  1  8 10  -1.3  970 110  2.5 7  3.6 100   17   84 285 -329  2
4179500 2403500  1  8 11  -1.1  969 120  2.6 6  3.6  99   14  125 272 -335  2
4179500 2403500  1  8 12  -1.2  969 120  2.7 7  3.6  99    2  119 272 -343  2
4179500 2403500  1  8 13  -1.1  968 110  3.1 8  3.6 100    1  108 285 -350  2
4179500 2403500  1  8 14  -0.7  967 110  3.5 4  3.7  99   13  150 268 -354  2
4179500 2403500  1  8 15  -0.7  967 110  2.2 8  3.7  98    9  109 268 -354  2
4179500 2403500  1  8 16  -0.4  966 110  2.4 8  3.8  99    4   59 295 -350  2
4179500 2403500  1  8 17  -0.4  965 100  3.7 8  3.9 100    0    1 297 -344  2
4179500 2403500  1  8 18  -0.7  965 100  3.8 8  3.8  99    0    0 299 -339  2
4179500 2403500  1  8 19  -1.0  964 120  2.9 8  3.7  98    0    0 298 -336  2
4179500 2403500  1  8 20  -1.3  963 120  2.6 8  3.6  99    0    0 298 -335  2
4179500 2403500  1  8 21  -1.6  963 100  2.9 6  3.6  99    0    0 276 -336  2
4179500 2403500  1  8 22  -1.9  962 100  2.8 8  3.4  98    0    0 270 -336  2
4179500 2403500  1  8 23  -2.1  961 120  3.5 8  3.4  98    0    0 301 -336  2
4179500 2403500  1  8 24  -2.1  960 110  2.5 8  3.4  98    0    0 302 -337  2
4179500 2403500  1  9  1  -2.3  960 189  1.8 6  3.4  99    0    0 270 -338  2
4179500 2403500  1  9  2  -2.1  961 120  1.7 6  3.4  99    0    0 250 -339  2
4179500 2403500  1  9  3  -1.4  961 110  2.2 6  3.5  99    0    0 263 -341  2
4179500 2403500  1  9  4  -1.3  960 174  3.3 7  3.6 100    0    0 277 -343  2
4179500 2403500  1  9  5  -1.0  960 100  3.7 8  3.7  99    0    0 298 -344  2
4179500 2403500  1  9  6  -0.9  959 100  3.2 8  3.7  98    0    0 306 -344  2
4179500 2403500  1  9  7  -0.8  959  90  3.2 8  3.7  98    0    0 306 -343  2
4179500 2403500  1  9  8  -0.4  959 100  2.5 8  3.8  99    0    0 306 -342  2
4179500 2403500  1  9  9  -0.5  960 100  3.0 8  3.8  99    6   20 305 -341  2
4179500 2403500  1  9 10  -0.4  960  90  2.6 8  3.8  99    9   72 304 -339  2
4179500 2403500  1  9 11   0.2  960  90  2.2 7  3.9  99   15  116 297 -341  2
4179500 2403500  1  9 12   0.5  960 100  2.5 6  4.1  99   15  146 284 -344  2
4179500 2403500  1  9 13   1.3  960 100  2.8 5  4.2  97   13  150 274 -343  2
4179500 2403500  1  9 14   2.9  959 260  3.0 7  4.3  92    0   93 283 -343  2
4179500 2403500  1  9 15   2.8  959 270  3.7 8  4.5  91    0   28 302 -344  2
4179500 2403500  1  9 16   2.8  959 280  5.5 7  4.5  91    0   16 302 -344  2
4179500 2403500  1  9 17   2.0  960 260  4.0 6  4.3  91    0    5 290 -341  2
4179500 2403500  1  9 18   1.5  960 270  3.6 7  4.2  93    0    0 287 -338  2
4179500 2403500  1  9 19   1.8  960 260  3.2 7  4.3  95    0    0 291 -336  2
4179500 2403500  1  9 20   1.7  961 220  2.1 7  4.4  96    0    0 291 -334  2
4179500 2403500  1  9 21   1.4  961 230  2.4 7  4.3  96    0    0 290 -331  2
4179500 2403500  1  9 22   1.6  961 248  1.8 8  4.3  96    0    0 294 -327  2
4179500 2403500  1  9 23   2.6  960 250  4.0 8  4.4  94    0    0 301 -325  2
4179500 2403500  1  9 24   2.8  961 250  4.6 8  4.4  92    0    0 303 -326  2
4179500 2403500  1 10  1   2.2  961 240  3.3 7  4.3  90    0    0 295 -327  2
4179500 2403500  1 10  2   2.3  960 240  3.6 6  4.2  90    0    0 283 -327  2
4179500 2403500  1 10  3   0.7  960 270  3.4 6  4.1  93    0    0 275 -327  2
4179500 2403500  1 10  4   0.3  959 280  3.3 7  4.0  96    0    0 278 -326  2
4179500 2403500  1 10  5   0.2  960 260  3.8 8  4.0  98    0    0 288 -326  2
4179500 2403500  1 10  6   1.3  961 270  6.5 8  4.1  96    0    0 295 -327  2
4179500 2403500  1 10  7   1.2  962 270  6.2 8  4.1  94    0    0 296 -327  2
4179500 2403500  1 10  8   1.4  963 286  5.8 8  4.1  94    0    0 299 -326  2
4179500 2403500  1 10  9   1.2  964 270  6.2 8  4.1  94    6   20 301 -327  2
4179500 2403500  1 10 10   1.4  965 270  6.1 8  4.1  94    2   59 300 -329  2
4179500 2403500  1 10 11   1.6  966 280  6.3 8  4.1  92    0   42 301 -330  2
4179500 2403500  1 10 12   1.8  967 280  6.5 8  4.1  91    0   67 302 -332  2
4179500 2403500  1 10 13   1.9  967 280  7.2 8  4.1  89    0   48 305 -333  2
4179500 2403500  1 10 14   2.2  968 270  6.1 7  4.1  88    0   69 300 -332  2
4179500 2403500  1 10 15   2.0  968 270  5.8 8  4.0  87    0   39 301 -331  2
4179500 2403500  1 10 16   1.9  969 280  4.7 7  4.0  87    0   26 302 -330  2
4179500 2403500  1 10 17   1.4  969 280  4.2 8  4.0  88    0    4 301 -329  2
4179500 2403500  1 10 18   1.4  969 270  2.4 8  4.0  90    0    0 306 -328  2
4179500 2403500  1 10 19   1.6  970 270  4.7 7  4.0  91    0    0 301 -328  2
4179500 2403500  1 10 20   1.2  971 280  4.0 8  4.0  92    0    0 302 -327  2
4179500 2403500  1 10 21   1.9  971 300  3.3 7  4.0  89    0    0 304 -327  2
4179500 2403500  1 10 22   1.2  971 280  2.0 6  3.9  88    0    0 291 -327  2
4179500 2403500  1 10 23   0.7  972 300  1.5 6  3.8  90    0    0 282 -326  2
4179500 2403500  1 10 24  -0.5  972 209  1.4 3  3.6  91    0    0 259 -327  2
4179500 2403500  1 11  1  -1.0  972 230  1.2 5  3.5  94    0    0 252 -327  2
4179500 2403500  1 11  2  -1.8  972  90  1.4 5  3.4  96    0    0 263 -328  2
4179500 2403500  1 11  3  -1.5  972  90  2.1 7  3.4  97    0    0 274 -329  2
4179500 2403500  1 11  4  -0.7  971  90  2.3 7  3.6  98    0    0 286 -329  2
4179500 2403500  1 11  5  -1.4  971  80  2.5 7  3.6  99    0    0 286 -329  2
4179500 2403500  1 11  6  -1.2  970  90  2.5 7  3.6  99    0    0 284 -330  2
4179500 2403500  1 11  7  -0.4  970  90  2.2 7  3.7  99    0    0 285 -331  2
4179500 2403500  1 11  8  -0.2  969  90  1.8 8  3.9 100    0    0 293 -332  2
4179500 2403500  1 11  9   0.2  969  80  1.7 8  3.9  99    0    7 300 -333  2
4179500 2403500  1 11 10   0.5  969 110  1.8 7  4.0  99    0   53 298 -335  2
4179500 2403500  1 11 11   1.0  969 160  2.0 7  4.1  98    2   90 294 -337  2
4179500 2403500  1 11 12   1.7  968 100  2.2 7  4.2  95    5  126 296 -340  2
4179500 2403500  1 11 13   2.5  967 100  2.3 8  4.3  92    2  117 304 -343  2
4179500 2403500  1 11 14   2.4  966 199  2.4 8  4.3  91    1  103 312 -346  2
4179500 2403500  1 11 15   2.2  965 185  3.2 8  4.3  91    5   92 313 -350  2
4179500 2403500  1 11 16   2.1  964 192  3.5 8  4.3  93    2   49 314 -351  2
4179500 2403500  1 11 17   2.0  963 202  3.2 8  4.4  94    0    4 315 -352  2
4179500 2403500  1 11 18   1.8  961 120  2.8 8  4.4  95    0    0 315 -355  2
4179500 2403500  1 11 19   2.3  961 160  2.8 7  4.5  97    0    0 308 -358  2
4179500 2403500  1 11 20   3.4  961 230  5.3 8  4.8  97    0    0 311 -358  2
4179500 2403500  1 11 21   3.3  961 240  3.5 5  4.9  96    0    0 300 -358  2
4179500 2403500  1 11 22   2.8  961 252  2.3 7  4.8  96    0    0 293 -357  2
4179500 2403500  1 11 23   3.0  961 219  1.9 7  4.8  97    0    0 300 -353  2
4179500 2403500  1 11 24   2.3  961 279  3.0 4  4.7  98    0    0 282 -349  2
4179500 2403500  1 12  1   4.1  960 280  4.6 8  4.9  97    0    0 289 -345  2
4179500 2403500  1 12  2   3.4  960 279  3.1 8  5.0  96    0    0 311 -339  2
4179500 2403500  1 12  3   3.2  960 200  3.0 8  4.9  96    0    0 308 -335  2
4179500 2403500  1 12  4   2.5  960 180  3.0 8  4.8  98    0    0 305 -332  2
4179500 2403500  1 12  5   3.1  960 290  4.2 8  4.9  99    0    0 303 -327  2
4179500 2403500  1 12  6   4.0  962 250  5.7 8  4.8  94    0    0 304 -326  2
4179500 2403500  1 12  7   3.8  963 260  5.6 7  4.6  86    0    0 296 -326  2
4179500 2403500  1 12  8   3.3  964 230  4.1 8  4.3  84    0    0 296 -326  2
4179500 2403500  1 12  9   2.9  964 220  3.5 8  4.3  87    3   19 302 -327  2
4179500 2403500  1 12 10   3.1  964 230  4.0 7  4.5  90    3   65 297 -329  2
4179500 2403500  1 12 11   3.4  964 270  1.9 7  4.6  91   12  121 294 -333  2
4179500 2403500  1 12 12   4.4  964 270  2.0 7  4.8  91   15  154 297 -339  2
4179500 2403500  1 12 13   5.0  962 239  1.9 8  5.0  90    4  132 303 -344  2
4179500 2403500  1 12 14   4.5  961 110  1.2 8  5.0  90    0   92 306 -348  2
4179500 2403500  1 12 15   4.8  959 110  1.8 7  5.0  90    1   75 298 -349  2
4179500 2403500  1 12 16   3.4  957  90  2.3 8  5.0  93    0   34 295 -346  2
4179500 2403500  1 12 17   3.2  955 100  3.5 7  4.9  96    0    1 294 -342  2
4179500 2403500  1 12 18   3.0  954 100  3.4 8  4.9  98    0    0 294 -339  2
4179500 2403500  1 12 19   3.2  953 130  3.0 7  5.0  98    0    0 297 -337  2
4179500 2403500  1 12 20   3.0  951 204  4.4 7  4.9  97    0    0 294 -338  2
4179500 2403500  1 12 21   2.7  950 236  4.5 5  4.8  96    0    0 285 -340  2
4179500 2403500  1 12 22   2.4  949 160 11.7 6  4.7  97    0    0 281 -345  2
4179500 2403500  1 12 23   8.8  948 260 12.5 6  5.2  87    0    0 299 -350  2
4179500 2403500  1 12 24   8.5  949 270 15.6 6  5.6  75    0    0 309 -353  2
4179500 2403500  1 13  1   8.0  951 270 14.1 8  5.1  70    0    0 320 -351  2
4179500 2403500  1 13  2   6.8  954 270 11.4 7  4.8  71    0    0 321 -347  2
4179500 2403500  1 13  3   6.6  956 280  9.7 6  4.7  73    0    0 305 -342  2
4179500 2403500  1 13  4   5.5  958 290  8.2 6  4.7  76    0    0 292 -339  2
4179500 2403500  1 13  5   5.8  958 260  2.8 7  4.7  79    0    0 296 -337  2
4179500 2403500  1 13  6   4.4  957 227  1.8 8  4.7  82    0    0 308 -336  2
4179500 2403500  1 13  7   3.8  956 268  2.0 8  4.7  87    0    0 314 -336  2
4179500 2403500  1 13  8   5.0  955 177  2.6 8  4.8  86    0    0 314 -337  2
4179500 2403500  1 13  9   4.4  955 164  2.8 8  4.9  87    0    9 315 -337  2
4179500 2403500  1 13 10   4.4  954 140  2.3 8  5.0  90    0   35 314 -339  2
4179500 2403500  1 13 11   5.0  952 186  2.5 7  5.1  90    0   48 307 -343  2
4179500 2403500  1 13 12   5.9  950 100  3.0 8  5.2  87    0   54 309 -346  2
4179500 2403500  1 13 13   4.6  948 170  3.9 8  5.5  93    0   45 317 -349  2
4179500 2403500  1 13 14   7.2  947 216  2.4 8  5.9  96    0   47 322 -350  2
4179500 2403500  1 13 15   7.3  947 230  4.2 8  6.3  92    0   35 329 -350  2
4179500 2403500  1 13 16   8.3  946 240  3.3 8  6.5  92    0   32 332 -350  2
4179500 2403500  1 13 17   7.9  945 260  3.1 8  6.6  92    0    5 335 -349  2
4179500 2403500  1 13 18   9.3  945 250  3.9 8  6.7  90    0    0 336 -348  2
4179500 2403500  1 13 19   9.0  944 260  9.2 7  6.6  85    0    0 331 -349  2
4179500 2403500  1 13 20  10.0  944 260  9.0 8  6.4  81    0    0 332 -350  2
4179500 2403500  1 13 21  10.1  943 260 10.7 7  6.2  75    0    0 332 -349  2
4179500 2403500  1 13 22   6.2  943 276  8.1 8  6.0  83    0    0 325 -347  2
4179500 2403500  1 13 23   7.8  945 309  4.7 8  5.8  87    0    0 328 -345  2
4179500 2403500  1 13 24   5.4  947 273  7.8 6  5.6  86    0    0 313 -343  2
4179500 2403500  1 14  1   4.0  947 260  7.4 8  5.1  90    0    0 307 -343  2
4179500 2403500  1 14  2   4.0  949 254  6.9 8  4.8  89    0    0 316 -342  2
4179500 2403500  1 14  3   5.2  951 255  6.6 8  4.9  86    0    0 317 -341  2
4179500 2403500  1 14  4   4.9  951 262  6.6 6  4.8  82    0    0 305 -339  2
4179500 2403500  1 14  5   4.9  952 277  8.0 6  4.7  82    0    0 293 -338  2
4179500 2403500  1 14  6   4.8  952 261  7.1 8  4.7  82    0    0 303 -337  2
4179500 2403500  1 14  7   4.9  953 270  7.5 8  4.7  82    0    0 311 -336  2
4179500 2403500  1 14  8   4.4  953 270  8.0 8  4.6  82    0    0 308 -334  2
4179500 2403500  1 14  9   3.6  954 270  8.8 7  4.5  84   21   22 298 -331  2
4179500 2403500  1 14 10   4.4  956 270 10.6 4  4.4  83  102   68 272 -331  2
4179500 2403500  1 14 11   5.5  957 270 10.3 3  4.3  75  170  108 252 -334  2
4179500 2403500  1 14 12   6.1  957 270 10.7 3  4.2  69  216  127 249 -338  2
4179500 2403500  1 14 13   7.3  957 270  9.6 3  4.1  63  230  132 252 -341  2
4179500 2403500  1 14 14   7.6  957 280  9.5 2  3.9  57  202  124 248 -344  2
4179500 2403500  1 14 15   7.4  956 270  8.3 2  3.8  56  142  101 243 -344  2
4179500 2403500  1 14 16   6.8  956 260  5.9 3  3.8  57   63   63 248 -342  2
4179500 2403500  1 14 17   5.5  956 260  3.9 6  3.8  62    3   16 266 -337  2
4179500 2403500  1 14 18   4.2  956 245  1.6 7  3.9  69    0    0 281 -334  2
4179500 2403500  1 14 19   4.1  955 140  1.7 6  3.9  72    0    0 277 -333  2
4179500 2403500  1 14 20   2.5  955 190  1.1 6  3.9  76    0    0 268 -332  2
4179500 2403500  1 14 21   1.7  954 174  1.4 3  3.8  82    0    0 247 -332  2
4179500 2403500  1 14 22   1.9  952 100  2.0 4  3.8  82    0    0 236 -331  2
4179500 2403500  1 14 23   3.1  952  90  2.5 4  3.9  81    0    0 245 -331  2
4179500 2403500  1 14 24   2.9  951 229  2.1 7  4.1  83    0    0 265 -331  2
4179500 2403500  1 15  1   1.4  951 250  4.7 7  4.1  87    0    0 281 -330  2
4179500 2403500  1 15  2   1.7  951 220  3.6 8  4.1  91    0    0 288 -329  2
4179500 2403500  1 15  3   2.8  951 260  5.7 8  4.3  90    0    0 297 -328  2
4179500 2403500  1 15  4   3.6  952 270  9.2 8  4.2  82    0    0 299 -324  2
4179500 2403500  1 15  5   3.1  952 260  7.1 7  4.0  78    0    0 293 -323  2
4179500 2403500  1 15  6   2.8  952 260  7.2 7  3.9  77    0    0 284 -323  2
4179500 2403500  1 15  7   3.2  952 260  6.8 8  3.7  73    0    0 287 -322  2
4179500 2403500  1 15  8   3.5  952 260  8.4 8  3.6  71    0    0 294 -321  2
4179500 2403500  1 15  9   3.1  953 270  8.9 8  3.8  73    0   15 295 -321  2
4179500 2403500  1 15 10   2.0  953 270  7.9 8  4.0  82    0   45 295 -323  2
4179500 2403500  1 15 11   1.8  955 260  8.0 8  4.2  90    0   39 294 -326  2
4179500 2403500  1 15 12   2.0  956 270  9.1 7  4.2  90    1  110 288 -329  2
4179500 2403500  1 15 13   1.9  956 280  9.8 7  4.2  91    0   87 283 -333  2
4179500 2403500  1 15 14   1.7  957 280 10.0 6  4.2  92    0   97 278 -335  2
4179500 2403500  1 15 15   1.6  959 280  9.4 8  4.1  91    0   35 284 -335  2
4179500 2403500  1 15 16   0.8  960 280  7.6 6  4.0  92    0   30 283 -334  2
4179500 2403500  1 15 17   1.5  961 280  7.4 5  3.9  89    0    5 266 -331  2
4179500 2403500  1 15 18   1.5  963 270  5.6 8  3.8  85    0    0 277 -329  2
4179500 2403500  1 15 19   0.9  964 270  4.5 8  3.8  88    0    0 292 -329  2
4179500 2403500  1 15 20   0.8  964 260  3.9 8  3.8  90    0    0 290 -328  2
4179500 2403500  1 15 21   1.0  965 260  3.8 5  3.7  88    0    0 274 -328  2
4179500 2403500  1 15 22   1.0  965 250  3.7 6  3.7  86    0    0 263 -328  2
4179500 2403500  1 15 23   0.9  965 240  4.4 5  3.7  87    0    0 262 -327  2
4179500 2403500  1 15 24   0.5  965 230  3.3 7  3.6  87    0    0 269 -326  2
4179500 2403500  1 16  1   0.0  964 250  3.3 5  3.6  88    0    0 268 -325  2
4179500 2403500  1 16  2  -0.7  964 210  2.5 3  3.5  90    0    0 242 -323  2
4179500 2403500  1 16  3  -1.4  963 209  1.9 3  3.4  92    0    0 229 -322  2
4179500 2403500  1 16  4  -1.6  963 189  2.1 2  3.3  92    0    0 223 -321  2
4179500 2403500  1 16  5  -2.3  962 186  2.5 2  3.3  94    0    0 218 -319  2
4179500 2403500  1 16  6  -2.2  961 100  2.6 5  3.2  95    0    0 231 -319  2
4179500 2403500  1 16  7  -2.5  960  90  3.1 7  3.1  93    0    0 251 -318  2
4179500 2403500  1 16  8  -1.9  959 162  3.6 7  3.1  92    0    0 261 -317  2
4179500 2403500  1 16  9  -1.6  958 161  3.6 7  3.2  90    6   26 261 -316  2
4179500 2403500  1 16 10  -0.7  958 163  2.3 7  3.3  89    6   76 263 -317  2
4179500 2403500  1 16 11  -0.1  957 191  2.9 7  3.3  86    8  118 266 -319  2
4179500 2403500  1 16 12   0.3  957 130  2.3 7  3.3  81    0   86 266 -322  2
4179500 2403500  1 16 13   0.8  956 130  2.4 8  3.4  81    0   69 272 -330  2
4179500 2403500  1 16 14   0.8  955 178  2.9 7  3.5  82    0   77 275 -340  2
4179500 2403500  1 16 15   0.7  954 207  3.4 8  3.6  84    0   35 279 -344  2
4179500 2403500  1 16 16   4.3  953 250  4.2 8  3.9  80    0   20 294 -343  2
4179500 2403500  1 16 17   4.5  954 250  4.1 6  4.1  74    0    4 289 -339  2
4179500 2403500  1 16 18   3.0  954 226  3.5 7  4.1  77    0    0 283 -335  2
4179500 2403500  1 16 19   4.1  954 240  4.6 8  4.2  80    0    0 296 -334  2
4179500 2403500  1 16 20   4.7  954 240  5.4 8  4.4  80    0    0 307 -333  2
4179500 2403500  1 16 21   4.8  954 260  8.2 8  4.6  82    0    0 310 -332  2
4179500 2403500  1 16 22   4.1  954 230  3.8 8  4.8  86    0    0 310 -331  2
4179500 2403500  1 16 23   3.8  954 260  2.9 8  4.7  87    0    0 309 -331  2
4179500 2403500  1 16 24   3.7  953 220  3.6 8  4.6  88    0    0 309 -330  2
4179500 2403500  1 17  1   3.1  953 224  2.1 8  4.5  87    0    0 308 -330  2
4179500 2403500  1 17  2   3.2  952 200  2.6 7  4.3  84    0    0 301 -332  2
4179500 2403500  1 17  3   3.6  951 240  3.3 7  4.3  83    0    0 293 -334  2
4179500 2403500  1 17  4   2.6  952 270  3.7 7  4.3  84    0    0 292 -334  2
4179500 2403500  1 17  5   1.5  951 215  3.9 7  4.2  90    0    0 289 -333  2
4179500 2403500  1 17  6   1.0  950 250  1.1 8  4.2  94    0    0 293 -332  2
4179500 2403500  1 17  7   0.2  950 190  1.4 7  4.1  96    0    0 291 -331  2
4179500 2403500  1 17  8  -0.1  951 240  1.6 8  4.0  99    0    0 290 -331  2
4179500 2403500  1 17  9   0.0  952 230  1.7 8  4.0 100    0   15 296 -329  2
4179500 2403500  1 17 10   0.3  953 260  2.1 7  4.1 100    0   49 288 -325  2
4179500 2403500  1 17 11   1.2  955 250  2.9 7  4.2  99    1   90 282 -321  2
4179500 2403500  1 17 12   1.4  956 230  3.2 7  4.3  98   18  159 285 -321  2
4179500 2403500  1 17 13   1.3  956 250  2.7 8  4.3  98    5  133 293 -327  2
4179500 2403500  1 17 14   1.5  955 280  2.2 8  4.3  98    5  122 301 -335  2
4179500 2403500  1 17 15   1.9  955 248  1.2 7  4.4  96    7  105 296 -336  2
4179500 2403500  1 17 16   1.2  955 239  1.7 7  4.4  98    3   59 288 -333  2
4179500 2403500  1 17 17   1.1  955 251  1.5 6  4.3  99    0   10 280 -328  2
4179500 2403500  1 17 18   0.1  956 260  1.3 6  4.2 100    0    0 270 -323  2
4179500 2403500  1 17 19  -0.2  956 120  1.6 6  4.0 100    0    0 267 -320  2
4179500 2403500  1 17 20  -2.1  956 270  1.2 6  3.7 100    0    0 262 -320  2
4179500 2403500  1 17 21  -1.8  956  80  1.5 4  3.5 100    0    0 250 -317  2
4179500 2403500  1 17 22  -2.8  956 100  1.7 4  3.4 100    0    0 241 -314  2
4179500 2403500  1 17 23  -2.1  957 100  1.5 4  3.4 100    0    0 241 -313  2
4179500 2403500  1 17 24  -1.2  957 150  1.5 6  3.6 100    0    0 252 -314  2
4179500 2403500  1 18  1  -1.2  958  70  1.1 8  3.7 100    0    0 272 -316  2
4179500 2403500  1 18  2  -0.9  958  90  1.5 7  3.7 100    0    0 276 -318  2
4179500 2403500  1 18  3  -1.8  958 310  1.2 8  3.6 100    0    0 274 -318  2
4179500 2403500  1 18  4  -2.0  958 110  1.6 8  3.5 100    0    0 277 -318  2
4179500 2403500  1 18  5  -2.4  958   0  0.8 7  3.4 100    0    0 271 -318  2
4179500 2403500  1 18  6  -2.4  959 160  1.4 7  3.4 100    0    0 265 -317  2
4179500 2403500  1 18  7  -3.7  959 320  1.7 7  3.2 100    0    0 262 -317  2
4179500 2403500  1 18  8  -3.7  960 340  1.3 8  3.0 100    0    0 263 -317  2
4179500 2403500  1 18  9  -1.9  961  80  1.4 8  3.3 100    7   32 270 -317  2
4179500 2403500  1 18 10  -1.5  963  20  1.7 7  3.5 100   16   95 267 -318  2
4179500 2403500  1 18 11  -0.1  963  10  1.5 7  3.6  97   16  145 265 -319  2
4179500 2403500  1 18 12   0.0  965   0  2.3 7  3.8  96   23  186 266 -320  2
4179500 2403500  1 18 13   0.2  965 310  2.4 7  3.9  97    7  158 267 -320  2
4179500 2403500  1 18 14   0.3  966 310  2.5 8  3.9  96    2  116 271 -321  2
4179500 2403500  1 18 15   0.6  967 320  2.9 7  3.9  96    2   94 270 -322  2
4179500 2403500  1 18 16   0.3  968  25  1.7 8  4.0  96    3   66 268 -321  2
4179500 2403500  1 18 17   0.1  968 310  1.3 7  4.0  98    0   12 266 -320  2
4179500 2403500  1 18 18   0.2  969 320  1.9 7  4.0  99    0    0 260 -320  2
4179500 2403500  1 18 19   0.7  970   0  3.8 8  3.9  95    0    0 263 -318  2
4179500 2403500  1 18 20   0.2  971   0  4.1 8  3.8  92    0    0 265 -315  2
4179500 2403500  1 18 21   0.2  972  30  2.6 7  3.7  91    0    0 260 -314  2
4179500 2403500  1 18 22  -0.5  972   0  1.7 5  3.6  91    0    0 248 -314  2
4179500 2403500  1 18 23  -0.5  973 350  2.3 5  3.5  92    0    0 239 -314  2
4179500 2403500  1 18 24  -1.0  974 300  1.7 1  3.4  91    0    0 223 -313  2
4179500 2403500  1 19  1  -1.8  974 320  1.5 4  3.2  90    0    0 218 -311  2
4179500 2403500  1 19  2  -1.9  974 320  1.9 5  3.2  93    0    0 233 -311  2
4179500 2403500  1 19  3  -1.6  974 280  1.5 6  3.2  94    0    0 241 -312  2
4179500 2403500  1 19  4  -1.5  974 290  1.7 6  3.2  92    0    0 247 -311  2
4179500 2403500  1 19  5  -1.4  974 280  1.6 6  3.3  92    0    0 247 -310  2
4179500 2403500  1 19  6  -1.6  974 270  2.1 8  3.3  93    0    0 256 -307  2
4179500 2403500  1 19  7  -1.7  974 280  1.9 8  3.2  93    0    0 265 -305  2
4179500 2403500  1 19  8  -1.6  973 280  2.2 7  3.2  92    0    0 260 -302  2
4179500 2403500  1 19  9  -1.4  973 270  2.8 7  3.2  90    0   13 256 -301  2
4179500 2403500  1 19 10  -0.9  973 260  1.9 8  3.1  87    1   58 261 -303  2
4179500 2403500  1 19 11  -0.2  973 250  4.0 7  3.2  84   11  130 264 -309  2
4179500 2403500  1 19 12   0.3  972 250  6.0 7  3.2  80   51  197 261 -315  2
4179500 2403500  1 19 13   0.6  971 250  4.7 6  3.2  77   70  219 259 -317  2
4179500 2403500  1 19 14   1.1  970 250  4.3 7  3.2  77   33  185 262 -318  2
4179500 2403500  1 19 15   0.9  969 250  4.6 7  3.2  76   12  128 268 -319  2
4179500 2403500  1 19 16   0.4  968 230  3.9 7  3.3  79    6   74 268 -317  2
4179500 2403500  1 19 17  -0.1  966 258  3.9 8  3.2  80    0   17 272 -315  2
4179500 2403500  1 19 18  -0.4  965 260  3.5 8  3.2  81    0    0 275 -312  2
4179500 2403500  1 19 19   0.2  965 240  4.5 8  3.2  81    0    0 275 -310  2
4179500 2403500  1 19 20   0.4  964 256  4.2 8  3.2  78    0    0 278 -308  2
4179500 2403500  1 19 21   1.4  964 260  8.7 8  3.0  72    0    0 282 -307  2
4179500 2403500  1 19 22   1.1  963 250  8.5 8  3.2  73    0    0 286 -307  2
4179500 2403500  1 19 23   1.0  963 250  8.4 8  3.5  82    0    0 288 -308  2
4179500 2403500  1 19 24   0.7  961 223  7.1 8  3.7  87    0    0 290 -309  2
4179500 2403500  1 20  1   1.5  960 250  6.6 7  3.8  87    0    0 286 -310  2
4179500 2403500  1 20  2   0.9  958 260  6.3 8  3.8  87    0    0 285 -310  2
