#1
double	Pel(35040, 2)
1542096000	192
1542096900	192
1542097800	192
1542098700	192
1542099600	192
1542100500	192
1542101400	192
1542102300	192
1542103200	168
1542104100	168
1542105000	168
1542105900	168
1542106800	148
1542107700	148
1542108600	148
1542109500	148
1542110400	144
1542111300	144
1542112200	144
1542113100	144
1542114000	148
1542114900	148
1542115800	148
1542116700	148
1542117600	148
1542118500	148
1542119400	148
1542120300	148
1542121200	196
1542122100	196
1542123000	196
1542123900	196
1542124800	352
1542125700	352
1542126600	352
1542127500	352
1542128400	692
1542129300	692
1542130200	692
1542131100	692
1542132000	680
1542132900	680
1542133800	680
1542134700	680
1542135600	420
1542136500	420
1542137400	420
1542138300	420
1542139200	384
1542140100	384
1542141000	384
1542141900	384
1542142800	368
1542143700	368
1542144600	368
1542145500	368
1542146400	296
1542147300	296
1542148200	296
1542149100	296
1542150000	200
1542150900	200
1542151800	200
1542152700	200
1542153600	192
1542154500	192
1542155400	192
1542156300	192
1542157200	224
1542158100	224
1542159000	224
1542159900	224
1542160800	216
1542161700	216
1542162600	216
1542163500	216
1542164400	188
1542165300	188
1542166200	188
1542167100	188
1542168000	208
1542168900	208
1542169800	208
1542170700	208
1542171600	296
1542172500	296
1542173400	296
1542174300	296
1542175200	392
1542176100	392
1542177000	392
1542177900	392
1542178800	348
1542179700	348
1542180600	348
1542181500	348
1542182400	192
1542183300	192
1542184200	192
1542185100	192
1542186000	192
1542186900	192
1542187800	192
1542188700	192
1542189600	168
1542190500	168
1542191400	168
1542192300	168
1542193200	148
1542194100	148
1542195000	148
1542195900	148
1542196800	144
1542197700	144
1542198600	144
1542199500	144
1542200400	148
1542201300	148
1542202200	148
1542203100	148
1542204000	148
1542204900	148
1542205800	148
1542206700	148
1542207600	196
1542208500	196
1542209400	196
1542210300	196
1542211200	352
1542212100	352
1542213000	352
1542213900	352
1542214800	692
1542215700	692
1542216600	692
1542217500	692
1542218400	680
1542219300	680
1542220200	680
1542221100	680
1542222000	420
1542222900	420
1542223800	420
1542224700	420
1542225600	384
1542226500	384
1542227400	384
1542228300	384
1542229200	368
1542230100	368
1542231000	368
1542231900	368
1542232800	296
1542233700	296
1542234600	296
1542235500	296
1542236400	200
1542237300	200
1542238200	200
1542239100	200
1542240000	192
1542240900	192
1542241800	192
1542242700	192
1542243600	224
1542244500	224
1542245400	224
1542246300	224
1542247200	216
1542248100	216
1542249000	216
1542249900	216
1542250800	188
1542251700	188
1542252600	188
1542253500	188
1542254400	208
1542255300	208
1542256200	208
1542257100	208
1542258000	296
1542258900	296
1542259800	296
1542260700	296
1542261600	392
1542262500	392
1542263400	392
1542264300	392
1542265200	348
1542266100	348
1542267000	348
1542267900	348
1542268800	192
1542269700	192
1542270600	192
1542271500	192
1542272400	192
1542273300	192
1542274200	192
1542275100	192
1542276000	168
1542276900	168
1542277800	168
1542278700	168
1542279600	148
1542280500	148
1542281400	148
1542282300	148
1542283200	144
1542284100	144
1542285000	144
1542285900	144
1542286800	148
1542287700	148
1542288600	148
1542289500	148
1542290400	148
1542291300	148
1542292200	148
1542293100	148
1542294000	196
1542294900	196
1542295800	196
1542296700	196
1542297600	352
1542298500	352
1542299400	352
1542300300	352
1542301200	692
1542302100	692
1542303000	692
1542303900	692
1542304800	680
1542305700	680
1542306600	680
1542307500	680
1542308400	420
1542309300	420
1542310200	420
1542311100	420
1542312000	384
1542312900	384
1542313800	384
1542314700	384
1542315600	368
1542316500	368
1542317400	368
1542318300	368
1542319200	296
1542320100	296
1542321000	296
1542321900	296
1542322800	200
1542323700	200
1542324600	200
1542325500	200
1542326400	192
1542327300	192
1542328200	192
1542329100	192
1542330000	224
1542330900	224
1542331800	224
1542332700	224
1542333600	216
1542334500	216
1542335400	216
1542336300	216
1542337200	188
1542338100	188
1542339000	188
1542339900	188
1542340800	208
1542341700	208
1542342600	208
1542343500	208
1542344400	296
1542345300	296
1542346200	296
1542347100	296
1542348000	392
1542348900	392
1542349800	392
1542350700	392
1542351600	348
1542352500	348
1542353400	348
1542354300	348
1542355200	192
1542356100	192
1542357000	192
1542357900	192
1542358800	192
1542359700	192
1542360600	192
1542361500	192
1542362400	168
1542363300	168
1542364200	168
1542365100	168
1542366000	148
1542366900	148
1542367800	148
1542368700	148
1542369600	144
1542370500	144
1542371400	144
1542372300	144
1542373200	148
1542374100	148
1542375000	148
1542375900	148
1542376800	148
1542377700	148
1542378600	148
1542379500	148
1542380400	196
1542381300	196
1542382200	196
1542383100	196
1542384000	352
1542384900	352
1542385800	352
1542386700	352
1542387600	692
1542388500	692
1542389400	692
1542390300	692
1542391200	680
1542392100	680
1542393000	680
1542393900	680
1542394800	420
1542395700	420
1542396600	420
1542397500	420
1542398400	384
1542399300	384
1542400200	384
1542401100	384
1542402000	368
1542402900	368
1542403800	368
1542404700	368
1542405600	296
1542406500	296
1542407400	296
1542408300	296
1542409200	200
1542410100	200
1542411000	200
1542411900	200
1542412800	192
1542413700	192
1542414600	192
1542415500	192
1542416400	224
1542417300	224
1542418200	224
1542419100	224
1542420000	216
1542420900	216
1542421800	216
1542422700	216
1542423600	188
1542424500	188
1542425400	188
1542426300	188
1542427200	208
1542428100	208
1542429000	208
1542429900	208
1542430800	296
1542431700	296
1542432600	296
1542433500	296
1542434400	392
1542435300	392
1542436200	392
1542437100	392
1542438000	348
1542438900	348
1542439800	348
1542440700	348
1542441600	192
1542442500	192
1542443400	192
1542444300	192
1542445200	192
1542446100	192
1542447000	192
1542447900	192
1542448800	168
1542449700	168
1542450600	168
1542451500	168
1542452400	148
1542453300	148
1542454200	148
1542455100	148
1542456000	144
1542456900	144
1542457800	144
1542458700	144
1542459600	148
1542460500	148
1542461400	148
1542462300	148
1542463200	148
1542464100	148
1542465000	148
1542465900	148
1542466800	196
1542467700	196
1542468600	196
1542469500	196
1542470400	352
1542471300	352
1542472200	352
1542473100	352
1542474000	692
1542474900	692
1542475800	692
1542476700	692
1542477600	680
1542478500	680
1542479400	680
1542480300	680
1542481200	420
1542482100	420
1542483000	420
1542483900	420
1542484800	384
1542485700	384
1542486600	384
1542487500	384
1542488400	368
1542489300	368
1542490200	368
1542491100	368
1542492000	296
1542492900	296
1542493800	296
1542494700	296
1542495600	200
1542496500	200
1542497400	200
1542498300	200
1542499200	192
1542500100	192
1542501000	192
1542501900	192
1542502800	224
1542503700	224
1542504600	224
1542505500	224
1542506400	216
1542507300	216
1542508200	216
1542509100	216
1542510000	188
1542510900	188
1542511800	188
1542512700	188
1542513600	208
1542514500	208
1542515400	208
1542516300	208
1542517200	296
1542518100	296
1542519000	296
1542519900	296
1542520800	392
1542521700	392
1542522600	392
1542523500	392
1542524400	348
1542525300	348
1542526200	348
1542527100	348
1542528000	192
1542528900	192
1542529800	192
1542530700	192
1542531600	192
1542532500	192
1542533400	192
1542534300	192
1542535200	168
1542536100	168
1542537000	168
1542537900	168
1542538800	148
1542539700	148
1542540600	148
1542541500	148
1542542400	144
1542543300	144
1542544200	144
1542545100	144
1542546000	148
1542546900	148
1542547800	148
1542548700	148
1542549600	148
1542550500	148
1542551400	148
1542552300	148
1542553200	196
1542554100	196
1542555000	196
1542555900	196
1542556800	352
1542557700	352
1542558600	352
1542559500	352
1542560400	692
1542561300	692
1542562200	692
1542563100	692
1542564000	680
1542564900	680
1542565800	680
1542566700	680
1542567600	420
1542568500	420
1542569400	420
1542570300	420
1542571200	384
1542572100	384
1542573000	384
1542573900	384
1542574800	368
1542575700	368
1542576600	368
1542577500	368
1542578400	296
1542579300	296
1542580200	296
1542581100	296
1542582000	200
1542582900	200
1542583800	200
1542584700	200
1542585600	192
1542586500	192
1542587400	192
1542588300	192
1542589200	224
1542590100	224
1542591000	224
1542591900	224
1542592800	216
1542593700	216
1542594600	216
1542595500	216
1542596400	188
1542597300	188
1542598200	188
1542599100	188
1542600000	208
1542600900	208
1542601800	208
1542602700	208
1542603600	296
1542604500	296
1542605400	296
1542606300	296
1542607200	392
1542608100	392
1542609000	392
1542609900	392
1542610800	348
1542611700	348
1542612600	348
1542613500	348
1542614400	192
1542615300	192
1542616200	192
1542617100	192
1542618000	192
1542618900	192
1542619800	192
1542620700	192
1542621600	168
1542622500	168
1542623400	168
1542624300	168
1542625200	148
1542626100	148
1542627000	148
1542627900	148
1542628800	144
1542629700	144
1542630600	144
1542631500	144
1542632400	148
1542633300	148
1542634200	148
1542635100	148
1542636000	148
1542636900	148
1542637800	148
1542638700	148
1542639600	196
1542640500	196
1542641400	196
1542642300	196
1542643200	352
1542644100	352
1542645000	352
1542645900	352
1542646800	692
1542647700	692
1542648600	692
1542649500	692
1542650400	680
1542651300	680
1542652200	680
1542653100	680
1542654000	420
1542654900	420
1542655800	420
1542656700	420
1542657600	384
1542658500	384
1542659400	384
1542660300	384
1542661200	368
1542662100	368
1542663000	368
1542663900	368
1542664800	296
1542665700	296
1542666600	296
1542667500	296
1542668400	200
1542669300	200
1542670200	200
1542671100	200
1542672000	192
1542672900	192
1542673800	192
1542674700	192
1542675600	224
1542676500	224
1542677400	224
1542678300	224
1542679200	216
1542680100	216
1542681000	216
1542681900	216
1542682800	188
1542683700	188
1542684600	188
1542685500	188
1542686400	208
1542687300	208
1542688200	208
1542689100	208
1542690000	296
1542690900	296
1542691800	296
1542692700	296
1542693600	392
1542694500	392
1542695400	392
1542696300	392
1542697200	348
1542698100	348
1542699000	348
1542699900	348
1542700800	192
1542701700	192
1542702600	192
1542703500	192
1542704400	192
1542705300	192
1542706200	192
1542707100	192
1542708000	168
1542708900	168
1542709800	168
1542710700	168
1542711600	148
1542712500	148
1542713400	148
1542714300	148
1542715200	144
1542716100	144
1542717000	144
1542717900	144
1542718800	148
1542719700	148
1542720600	148
1542721500	148
1542722400	148
1542723300	148
1542724200	148
1542725100	148
1542726000	196
1542726900	196
1542727800	196
1542728700	196
1542729600	352
1542730500	352
1542731400	352
1542732300	352
1542733200	692
1542734100	692
1542735000	692
1542735900	692
1542736800	680
1542737700	680
1542738600	680
1542739500	680
1542740400	420
1542741300	420
1542742200	420
1542743100	420
1542744000	384
1542744900	384
1542745800	384
1542746700	384
1542747600	368
1542748500	368
1542749400	368
1542750300	368
1542751200	296
1542752100	296
1542753000	296
1542753900	296
1542754800	200
1542755700	200
1542756600	200
1542757500	200
1542758400	192
1542759300	192
1542760200	192
1542761100	192
1542762000	224
1542762900	224
1542763800	224
1542764700	224
1542765600	216
1542766500	216
1542767400	216
1542768300	216
1542769200	188
1542770100	188
1542771000	188
1542771900	188
1542772800	208
1542773700	208
1542774600	208
1542775500	208
1542776400	296
1542777300	296
1542778200	296
1542779100	296
1542780000	392
1542780900	392
1542781800	392
1542782700	392
1542783600	348
1542784500	348
1542785400	348
1542786300	348
1542787200	192
1542788100	192
1542789000	192
1542789900	192
1542790800	192
1542791700	192
1542792600	192
1542793500	192
1542794400	168
1542795300	168
1542796200	168
1542797100	168
1542798000	148
1542798900	148
1542799800	148
1542800700	148
1542801600	144
1542802500	144
1542803400	144
1542804300	144
1542805200	148
1542806100	148
1542807000	148
1542807900	148
1542808800	148
1542809700	148
1542810600	148
1542811500	148
1542812400	196
1542813300	196
1542814200	196
1542815100	196
1542816000	352
1542816900	352
1542817800	352
1542818700	352
1542819600	692
1542820500	692
1542821400	692
1542822300	692
1542823200	680
1542824100	680
1542825000	680
1542825900	680
1542826800	420
1542827700	420
1542828600	420
1542829500	420
1542830400	384
1542831300	384
1542832200	384
1542833100	384
1542834000	368
1542834900	368
1542835800	368
1542836700	368
1542837600	296
1542838500	296
1542839400	296
1542840300	296
1542841200	200
1542842100	200
1542843000	200
1542843900	200
1542844800	192
1542845700	192
1542846600	192
1542847500	192
1542848400	224
1542849300	224
1542850200	224
1542851100	224
1542852000	216
1542852900	216
1542853800	216
1542854700	216
1542855600	188
1542856500	188
1542857400	188
1542858300	188
1542859200	208
1542860100	208
1542861000	208
1542861900	208
1542862800	296
1542863700	296
1542864600	296
1542865500	296
1542866400	392
1542867300	392
1542868200	392
1542869100	392
1542870000	348
1542870900	348
1542871800	348
1542872700	348
1542873600	192
1542874500	192
1542875400	192
1542876300	192
1542877200	192
1542878100	192
1542879000	192
1542879900	192
1542880800	168
1542881700	168
1542882600	168
1542883500	168
1542884400	148
1542885300	148
1542886200	148
1542887100	148
1542888000	144
1542888900	144
1542889800	144
1542890700	144
1542891600	148
1542892500	148
1542893400	148
1542894300	148
1542895200	148
1542896100	148
1542897000	148
1542897900	148
1542898800	196
1542899700	196
1542900600	196
1542901500	196
1542902400	352
1542903300	352
1542904200	352
1542905100	352
1542906000	692
1542906900	692
1542907800	692
1542908700	692
1542909600	680
1542910500	680
1542911400	680
1542912300	680
1542913200	420
1542914100	420
1542915000	420
1542915900	420
1542916800	384
1542917700	384
1542918600	384
1542919500	384
1542920400	368
1542921300	368
1542922200	368
1542923100	368
1542924000	296
1542924900	296
1542925800	296
1542926700	296
1542927600	200
1542928500	200
1542929400	200
1542930300	200
1542931200	192
1542932100	192
1542933000	192
1542933900	192
1542934800	224
1542935700	224
1542936600	224
1542937500	224
1542938400	216
1542939300	216
1542940200	216
1542941100	216
1542942000	188
1542942900	188
1542943800	188
1542944700	188
1542945600	208
1542946500	208
1542947400	208
1542948300	208
1542949200	296
1542950100	296
1542951000	296
1542951900	296
1542952800	392
1542953700	392
1542954600	392
1542955500	392
1542956400	348
1542957300	348
1542958200	348
1542959100	348
1542960000	192
1542960900	192
1542961800	192
1542962700	192
1542963600	192
1542964500	192
1542965400	192
1542966300	192
1542967200	168
1542968100	168
1542969000	168
1542969900	168
1542970800	148
1542971700	148
1542972600	148
1542973500	148
1542974400	144
1542975300	144
1542976200	144
1542977100	144
1542978000	148
1542978900	148
1542979800	148
1542980700	148
1542981600	148
1542982500	148
1542983400	148
1542984300	148
1542985200	196
1542986100	196
1542987000	196
1542987900	196
1542988800	352
1542989700	352
1542990600	352
1542991500	352
1542992400	692
1542993300	692
1542994200	692
1542995100	692
1542996000	680
1542996900	680
1542997800	680
1542998700	680
1542999600	420
1543000500	420
1543001400	420
1543002300	420
1543003200	384
1543004100	384
1543005000	384
1543005900	384
1543006800	368
1543007700	368
1543008600	368
1543009500	368
1543010400	296
1543011300	296
1543012200	296
1543013100	296
1543014000	200
1543014900	200
1543015800	200
1543016700	200
1543017600	192
1543018500	192
1543019400	192
1543020300	192
1543021200	224
1543022100	224
1543023000	224
1543023900	224
1543024800	216
1543025700	216
1543026600	216
1543027500	216
1543028400	188
1543029300	188
1543030200	188
1543031100	188
1543032000	208
1543032900	208
1543033800	208
1543034700	208
1543035600	296
1543036500	296
1543037400	296
1543038300	296
1543039200	392
1543040100	392
1543041000	392
1543041900	392
1543042800	348
1543043700	348
1543044600	348
1543045500	348
1543046400	192
1543047300	192
1543048200	192
1543049100	192
1543050000	192
1543050900	192
1543051800	192
1543052700	192
1543053600	168
1543054500	168
1543055400	168
1543056300	168
1543057200	148
1543058100	148
1543059000	148
1543059900	148
1543060800	144
1543061700	144
1543062600	144
1543063500	144
1543064400	148
1543065300	148
1543066200	148
1543067100	148
1543068000	148
1543068900	148
1543069800	148
1543070700	148
1543071600	196
1543072500	196
1543073400	196
1543074300	196
1543075200	352
1543076100	352
1543077000	352
1543077900	352
1543078800	692
1543079700	692
1543080600	692
1543081500	692
1543082400	680
1543083300	680
1543084200	680
1543085100	680
1543086000	420
1543086900	420
1543087800	420
1543088700	420
1543089600	384
1543090500	384
1543091400	384
1543092300	384
1543093200	368
1543094100	368
1543095000	368
1543095900	368
1543096800	296
1543097700	296
1543098600	296
1543099500	296
1543100400	200
1543101300	200
1543102200	200
1543103100	200
1543104000	192
1543104900	192
1543105800	192
1543106700	192
1543107600	224
1543108500	224
1543109400	224
1543110300	224
1543111200	216
1543112100	216
1543113000	216
1543113900	216
1543114800	188
1543115700	188
1543116600	188
1543117500	188
1543118400	208
1543119300	208
1543120200	208
1543121100	208
1543122000	296
1543122900	296
1543123800	296
1543124700	296
1543125600	392
1543126500	392
1543127400	392
1543128300	392
1543129200	348
1543130100	348
1543131000	348
1543131900	348
1543132800	192
1543133700	192
1543134600	192
1543135500	192
1543136400	192
1543137300	192
1543138200	192
1543139100	192
1543140000	168
1543140900	168
1543141800	168
1543142700	168
1543143600	148
1543144500	148
1543145400	148
1543146300	148
1543147200	144
1543148100	144
1543149000	144
1543149900	144
1543150800	148
1543151700	148
1543152600	148
1543153500	148
1543154400	148
1543155300	148
1543156200	148
1543157100	148
1543158000	196
1543158900	196
1543159800	196
1543160700	196
1543161600	352
1543162500	352
1543163400	352
1543164300	352
1543165200	692
1543166100	692
1543167000	692
1543167900	692
1543168800	680
1543169700	680
1543170600	680
1543171500	680
1543172400	420
1543173300	420
1543174200	420
1543175100	420
1543176000	384
1543176900	384
1543177800	384
1543178700	384
1543179600	368
1543180500	368
1543181400	368
1543182300	368
1543183200	296
1543184100	296
1543185000	296
1543185900	296
1543186800	200
1543187700	200
1543188600	200
1543189500	200
1543190400	192
1543191300	192
1543192200	192
1543193100	192
1543194000	224
1543194900	224
1543195800	224
1543196700	224
1543197600	216
1543198500	216
1543199400	216
1543200300	216
1543201200	188
1543202100	188
1543203000	188
1543203900	188
1543204800	208
1543205700	208
1543206600	208
1543207500	208
1543208400	296
1543209300	296
1543210200	296
1543211100	296
1543212000	392
1543212900	392
1543213800	392
1543214700	392
1543215600	348
1543216500	348
1543217400	348
1543218300	348
1543219200	192
1543220100	192
1543221000	192
1543221900	192
1543222800	192
1543223700	192
1543224600	192
1543225500	192
1543226400	168
1543227300	168
1543228200	168
1543229100	168
1543230000	148
1543230900	148
1543231800	148
1543232700	148
1543233600	144
1543234500	144
1543235400	144
1543236300	144
1543237200	148
1543238100	148
1543239000	148
1543239900	148
1543240800	148
1543241700	148
1543242600	148
1543243500	148
1543244400	196
1543245300	196
1543246200	196
1543247100	196
1543248000	352
1543248900	352
1543249800	352
1543250700	352
1543251600	692
1543252500	692
1543253400	692
1543254300	692
1543255200	680
1543256100	680
1543257000	680
1543257900	680
1543258800	420
1543259700	420
1543260600	420
1543261500	420
1543262400	384
1543263300	384
1543264200	384
1543265100	384
1543266000	368
1543266900	368
1543267800	368
1543268700	368
1543269600	296
1543270500	296
1543271400	296
1543272300	296
1543273200	200
1543274100	200
1543275000	200
1543275900	200
1543276800	192
1543277700	192
1543278600	192
1543279500	192
1543280400	224
1543281300	224
1543282200	224
1543283100	224
1543284000	216
1543284900	216
1543285800	216
1543286700	216
1543287600	188
1543288500	188
1543289400	188
1543290300	188
1543291200	208
1543292100	208
1543293000	208
1543293900	208
1543294800	296
1543295700	296
1543296600	296
1543297500	296
1543298400	392
1543299300	392
1543300200	392
1543301100	392
1543302000	348
1543302900	348
1543303800	348
1543304700	348
1543305600	192
1543306500	192
1543307400	192
1543308300	192
1543309200	192
1543310100	192
1543311000	192
1543311900	192
1543312800	168
1543313700	168
1543314600	168
1543315500	168
1543316400	148
1543317300	148
1543318200	148
1543319100	148
1543320000	144
1543320900	144
1543321800	144
1543322700	144
1543323600	148
1543324500	148
1543325400	148
1543326300	148
1543327200	148
1543328100	148
1543329000	148
1543329900	148
1543330800	196
1543331700	196
1543332600	196
1543333500	196
1543334400	352
1543335300	352
1543336200	352
1543337100	352
1543338000	692
1543338900	692
1543339800	692
1543340700	692
1543341600	680
1543342500	680
1543343400	680
1543344300	680
1543345200	420
1543346100	420
1543347000	420
1543347900	420
1543348800	384
1543349700	384
1543350600	384
1543351500	384
1543352400	368
1543353300	368
1543354200	368
1543355100	368
1543356000	296
1543356900	296
1543357800	296
1543358700	296
1543359600	200
1543360500	200
1543361400	200
1543362300	200
1543363200	192
1543364100	192
1543365000	192
1543365900	192
1543366800	224
1543367700	224
1543368600	224
1543369500	224
1543370400	216
1543371300	216
1543372200	216
1543373100	216
1543374000	188
1543374900	188
1543375800	188
1543376700	188
1543377600	208
1543378500	208
1543379400	208
1543380300	208
1543381200	296
1543382100	296
1543383000	296
1543383900	296
1543384800	392
1543385700	392
1543386600	392
1543387500	392
1543388400	348
1543389300	348
1543390200	348
1543391100	348
1543392000	192
1543392900	192
1543393800	192
1543394700	192
1543395600	192
1543396500	192
1543397400	192
1543398300	192
1543399200	168
1543400100	168
1543401000	168
1543401900	168
1543402800	148
1543403700	148
1543404600	148
1543405500	148
1543406400	144
1543407300	144
1543408200	144
1543409100	144
1543410000	148
1543410900	148
1543411800	148
1543412700	148
1543413600	148
1543414500	148
1543415400	148
1543416300	148
1543417200	196
1543418100	196
1543419000	196
1543419900	196
1543420800	352
1543421700	352
1543422600	352
1543423500	352
1543424400	692
1543425300	692
1543426200	692
1543427100	692
1543428000	680
1543428900	680
1543429800	680
1543430700	680
1543431600	420
1543432500	420
1543433400	420
1543434300	420
1543435200	384
1543436100	384
1543437000	384
1543437900	384
1543438800	368
1543439700	368
1543440600	368
1543441500	368
1543442400	296
1543443300	296
1543444200	296
1543445100	296
1543446000	200
1543446900	200
1543447800	200
1543448700	200
1543449600	192
1543450500	192
1543451400	192
1543452300	192
1543453200	224
1543454100	224
1543455000	224
1543455900	224
1543456800	216
1543457700	216
1543458600	216
1543459500	216
1543460400	188
1543461300	188
1543462200	188
1543463100	188
1543464000	208
1543464900	208
1543465800	208
1543466700	208
1543467600	296
1543468500	296
1543469400	296
1543470300	296
1543471200	392
1543472100	392
1543473000	392
1543473900	392
1543474800	348
1543475700	348
1543476600	348
1543477500	348
1543478400	192
1543479300	192
1543480200	192
1543481100	192
1543482000	192
1543482900	192
1543483800	192
1543484700	192
1543485600	168
1543486500	168
1543487400	168
1543488300	168
1543489200	148
1543490100	148
1543491000	148
1543491900	148
1543492800	144
1543493700	144
1543494600	144
1543495500	144
1543496400	148
1543497300	148
1543498200	148
1543499100	148
1543500000	148
1543500900	148
1543501800	148
1543502700	148
1543503600	196
1543504500	196
1543505400	196
1543506300	196
1543507200	352
1543508100	352
1543509000	352
1543509900	352
1543510800	692
1543511700	692
1543512600	692
1543513500	692
1543514400	680
1543515300	680
1543516200	680
1543517100	680
1543518000	420
1543518900	420
1543519800	420
1543520700	420
1543521600	384
1543522500	384
1543523400	384
1543524300	384
1543525200	368
1543526100	368
1543527000	368
1543527900	368
1543528800	296
1543529700	296
1543530600	296
1543531500	296
1543532400	200
1543533300	200
1543534200	200
1543535100	200
1543536000	192
1543536900	192
1543537800	192
1543538700	192
1543539600	224
1543540500	224
1543541400	224
1543542300	224
1543543200	216
1543544100	216
1543545000	216
1543545900	216
1543546800	188
1543547700	188
1543548600	188
1543549500	188
1543550400	208
1543551300	208
1543552200	208
1543553100	208
1543554000	296
1543554900	296
1543555800	296
1543556700	296
1543557600	392
1543558500	392
1543559400	392
1543560300	392
1543561200	348
1543562100	348
1543563000	348
1543563900	348
1543564800	192
1543565700	192
1543566600	192
1543567500	192
1543568400	192
1543569300	192
1543570200	192
1543571100	192
1543572000	168
1543572900	168
1543573800	168
1543574700	168
1543575600	148
1543576500	148
1543577400	148
1543578300	148
1543579200	144
1543580100	144
1543581000	144
1543581900	144
1543582800	148
1543583700	148
1543584600	148
1543585500	148
1543586400	148
1543587300	148
1543588200	148
1543589100	148
1543590000	196
1543590900	196
1543591800	196
1543592700	196
1543593600	352
1543594500	352
1543595400	352
1543596300	352
1543597200	692
1543598100	692
1543599000	692
1543599900	692
1543600800	680
1543601700	680
1543602600	680
1543603500	680
1543604400	420
1543605300	420
1543606200	420
1543607100	420
1543608000	384
1543608900	384
1543609800	384
1543610700	384
1543611600	368
1543612500	368
1543613400	368
1543614300	368
1543615200	296
1543616100	296
1543617000	296
1543617900	296
1543618800	200
1543619700	200
1543620600	200
1543621500	200
1543622400	192
1543623300	192
1543624200	192
1543625100	192
1543626000	208
1543626900	208
1543627800	208
1543628700	208
1543629600	200
1543630500	200
1543631400	200
1543632300	200
1543633200	172
1543634100	172
1543635000	172
1543635900	172
1543636800	196
1543637700	196
1543638600	196
1543639500	196
1543640400	280
1543641300	280
1543642200	280
1543643100	280
1543644000	372
1543644900	372
1543645800	372
1543646700	372
1543647600	324
1543648500	324
1543649400	324
1543650300	324
1543651200	176
1543652100	176
1543653000	176
1543653900	176
1543654800	176
1543655700	176
1543656600	176
1543657500	176
1543658400	152
1543659300	152
1543660200	152
1543661100	152
1543662000	136
1543662900	136
1543663800	136
1543664700	136
1543665600	132
1543666500	132
1543667400	132
1543668300	132
1543669200	136
1543670100	136
1543671000	136
1543671900	136
1543672800	136
1543673700	136
1543674600	136
1543675500	136
1543676400	180
1543677300	180
1543678200	180
1543679100	180
1543680000	336
1543680900	336
1543681800	336
1543682700	336
1543683600	652
1543684500	652
1543685400	652
1543686300	652
1543687200	644
1543688100	644
1543689000	644
1543689900	644
1543690800	396
1543691700	396
1543692600	396
1543693500	396
1543694400	364
1543695300	364
1543696200	364
1543697100	364
1543698000	348
1543698900	348
1543699800	348
1543700700	348
1543701600	276
1543702500	276
1543703400	276
1543704300	276
1543705200	184
1543706100	184
1543707000	184
1543707900	184
1543708800	176
1543709700	176
1543710600	176
1543711500	176
1543712400	208
1543713300	208
1543714200	208
1543715100	208
1543716000	200
1543716900	200
1543717800	200
1543718700	200
1543719600	172
1543720500	172
1543721400	172
1543722300	172
1543723200	196
1543724100	196
1543725000	196
1543725900	196
1543726800	280
1543727700	280
1543728600	280
1543729500	280
1543730400	372
1543731300	372
1543732200	372
1543733100	372
1543734000	324
1543734900	324
1543735800	324
1543736700	324
1543737600	176
1543738500	176
1543739400	176
1543740300	176
1543741200	176
1543742100	176
1543743000	176
1543743900	176
1543744800	152
1543745700	152
1543746600	152
1543747500	152
1543748400	136
1543749300	136
1543750200	136
1543751100	136
1543752000	132
1543752900	132
1543753800	132
1543754700	132
1543755600	136
1543756500	136
1543757400	136
1543758300	136
1543759200	136
1543760100	136
1543761000	136
1543761900	136
1543762800	180
1543763700	180
1543764600	180
1543765500	180
1543766400	336
1543767300	336
1543768200	336
1543769100	336
1543770000	652
1543770900	652
1543771800	652
1543772700	652
1543773600	644
1543774500	644
1543775400	644
1543776300	644
1543777200	396
1543778100	396
1543779000	396
1543779900	396
1543780800	364
1543781700	364
1543782600	364
1543783500	364
1543784400	348
1543785300	348
1543786200	348
1543787100	348
1543788000	276
1543788900	276
1543789800	276
1543790700	276
1543791600	184
1543792500	184
1543793400	184
1543794300	184
1543795200	176
1543796100	176
1543797000	176
1543797900	176
1543798800	208
1543799700	208
1543800600	208
1543801500	208
1543802400	200
1543803300	200
1543804200	200
1543805100	200
1543806000	172
1543806900	172
1543807800	172
1543808700	172
1543809600	196
1543810500	196
1543811400	196
1543812300	196
1543813200	280
1543814100	280
1543815000	280
1543815900	280
1543816800	372
1543817700	372
1543818600	372
1543819500	372
1543820400	324
1543821300	324
1543822200	324
1543823100	324
1543824000	176
1543824900	176
1543825800	176
1543826700	176
1543827600	176
1543828500	176
1543829400	176
1543830300	176
1543831200	152
1543832100	152
1543833000	152
1543833900	152
1543834800	136
1543835700	136
1543836600	136
1543837500	136
1543838400	132
1543839300	132
1543840200	132
1543841100	132
1543842000	136
1543842900	136
1543843800	136
1543844700	136
1543845600	136
1543846500	136
1543847400	136
1543848300	136
1543849200	180
1543850100	180
1543851000	180
1543851900	180
1543852800	336
1543853700	336
1543854600	336
1543855500	336
1543856400	652
1543857300	652
1543858200	652
1543859100	652
1543860000	644
1543860900	644
1543861800	644
1543862700	644
1543863600	396
1543864500	396
1543865400	396
1543866300	396
1543867200	364
1543868100	364
1543869000	364
1543869900	364
1543870800	348
1543871700	348
1543872600	348
1543873500	348
1543874400	276
1543875300	276
1543876200	276
1543877100	276
1543878000	184
1543878900	184
1543879800	184
1543880700	184
1543881600	176
1543882500	176
1543883400	176
1543884300	176
1543885200	208
1543886100	208
1543887000	208
1543887900	208
1543888800	200
1543889700	200
1543890600	200
1543891500	200
1543892400	172
